District_Name,County_Name,District_Type,Enrollment_District,AmericanIndian_AlaskaNative,Asian,Black_AfricanAmerican,Filipino,Hispanic_Latino,NativeHawaiian_PacIslander,Two_orMoreRaces,NoneReported,White,Nonwhite,CAASPP-Math,CAASPP-ELA,FederalRevenue,StateRevenue,LocalRevenue,LCFF
Lucerne Elementary (Lake),Lake,Elementary School District,263,4.9,0,1.9,0,29.3,0,9.5,0,54.4,45.6,18.99,22.78,1096,768,651,10285
Lucerne Valley Unified (San Bernardino),San Bernardino,Unified School District,3449,0.5,2.6,8.7,0.8,41.3,0.2,5.2,3.8,36.9,63.1,15.87,32.23,1285,1531,2015,11167
Lucia Mar Unified (San Luis Obispo),San Luis Obispo,Unified School District,10551,0.5,1.6,0.7,1.1,44.2,0.2,3.7,0.5,47.5,52.5,39.11,53.76,478,1097,415,9246
Luther Burbank (Santa Clara),Santa Clara,Elementary School District,517,0,0.6,1.9,0.8,91.9,0.2,1.4,1,2.3,97.7,32.37,39.47,453,1218,310,10297
Lynwood Unified (Los Angeles),Los Angeles,Unified School District,14211,0.1,0.1,4.9,0,93.8,0.2,0.1,0,0.8,99.2,24.22,34.93,635,1105,148,11401
Madera County Superintendent of Schools (Madera),Madera,County Office of Education (COE),840,1.2,0,2,0.2,74.9,0,2.1,3.2,16.3,83.7,0,8.3,N/A,N/A,N/A,N/A
Madera Unified (Madera),Madera,Unified School District,20956,0.4,1.2,1.6,0.2,89.6,0.1,0.6,0.2,6.1,93.9,22.22,33.03,778,1084,343,10673
Magnolia Elementary (Orange),Orange,Elementary School District,6080,0.6,10.6,2.8,2.8,71.5,1,1.1,0,9.5,90.5,46.24,52.55,758,1972,290,10318
Magnolia Union Elementary (Imperial),Imperial,Elementary School District,142,0,2.8,0,1.4,44.4,0,0.7,0,50.7,49.3,52.75,62.37,212,2149,392,7977
Mammoth Unified (Mono),Mono,Unified School District,1200,0,1.1,0.3,0.2,58.5,0.2,1.6,0,38.3,61.7,35.89,46.31,1029,1734,985,9437
Manchester Union Elementary (Mendocino),Mendocino,Elementary School District,40,0,0,0,0,65,0,0,0,35,65,8.7,34.78,1521,906,1644,17367
Manhattan Beach Unified (Los Angeles),Los Angeles,Unified School District,6647,0.1,10,1.4,1.2,11.7,0.2,12.9,0.4,62.2,37.8,76.85,83.79,285,1385,1845,8183
Manteca Unified (San Joaquin),San Joaquin,Unified School District,23757,0.5,8.6,6.7,5.3,55.5,0.9,3.4,0,19.1,80.9,27.98,45.49,528,978,618,9174
Manzanita Elementary (Butte),Butte,Elementary School District,291,0.3,6.9,0,0,38.1,0,5.8,0,48.8,51.2,55.08,59.89,494,1048,352,8182
Maple Creek Elementary (Humboldt),Humboldt,Elementary School District,9,11.1,0,0,0,44.4,0,44.4,0,0,100,redacted,redacted,4630,66,1871,47202
Maple Elementary (Kern),Kern,Elementary School District,283,0.4,0,0,0,67.8,0,0,0,31.8,68.2,28.34,30.48,358,520,855,8689
Marcum-Illinois Union Elementary (Sutter),Sutter,Elementary School District,2287,1.1,2.4,1.7,0.6,17.1,0.5,6.5,6.9,63.3,36.7,51.06,52.13,386,1495,3855,9879
Maricopa Unified (Kern),Kern,Unified School District,6367,0.9,1.4,5.2,0.5,25.6,0.3,8.6,4.2,53.4,46.6,7.78,15.76,863,2856,5967,13914
Marin County Office of Education (Marin),Marin,County Office of Education (COE),316,0.9,6,8.9,0.6,38.6,0.3,2.8,0.3,41.5,58.5,10,8.33,N/A,N/A,N/A,N/A
Mariposa County Office of Education (Mariposa),Mariposa,County Office of Education (COE),49,4.1,0,0,0,12.2,0,2,0,81.6,18.4,redacted,redacted,N/A,N/A,N/A,N/A
Mariposa County Unified (Mariposa),Mariposa,Unified School District,1816,4.1,0.6,0.7,0.9,19.1,0,6.6,0.8,67.3,32.7,35.63,47.55,629,1126,1049,10895
Mark Twain Union Elementary (Calaveras),Calaveras,Elementary School District,821,1.6,1.2,1.2,0.4,20.8,0,5,0,69.8,30.2,29.34,40.52,267,757,631,8952
Mark West Union Elementary (Sonoma),Sonoma,Elementary School District,1459,1.4,3.2,0.8,1.2,29.1,0.6,6,0,57.8,42.2,48.42,53.4,474,1306,1206,11053
Martinez Unified (Contra Costa),Contra Costa,Unified School District,4160,0.2,3.8,2.8,2.7,30.5,0.4,10.8,1.4,47.5,52.5,42.17,52.79,334,1113,724,8653
Marysville Joint Unified (Yuba),Yuba,Unified School District,10096,2.7,8.7,3.6,0.5,42.1,0.3,3.9,0.8,37.4,62.6,26.52,35.74,811,1017,623,10130
Mattole Unified (Humboldt),Humboldt,Unified School District,779,2.8,0.4,0.6,0,13.5,0.1,12.2,0.3,70.1,29.9,29.56,46.11,1843,1203,4048,22688
Maxwell Unified (Colusa),Colusa,Unified School District,327,4,0.9,0,0,50.8,0.6,0.9,2.8,40.1,59.9,34.68,34.3,324,1485,245,11080
McCabe Union Elementary (Imperial),Imperial,Elementary School District,1389,0,3,0.4,0.3,85.5,0,0.2,0,10.6,89.4,59.24,67.07,224,1042,332,8123
McCloud Union Elementary (Siskiyou),Siskiyou,Elementary School District,52,5.8,0,0,1.9,15.4,0,3.8,1.9,71.2,28.8,26.67,32.61,1298,756,1296,12124
McFarland Unified (Kern),Kern,Unified School District,3588,0,0.6,0.4,0.3,97.8,0,0,0,1,99,19.19,31.25,787,882,670,10857
McKinleyville Union Elementary (Humboldt),Humboldt,Elementary School District,1166,8.4,1.1,0.9,0,14.6,0.6,9.3,0.4,64.8,35.2,31.6,38.52,524,1242,747,8565
McKittrick Elementary (Kern),Kern,Elementary School District,77,0,1.3,0,0,18.2,0,3.9,1.3,75.3,24.7,70,60,227,518,1508,25061
McSwain Union Elementary (Merced),Merced,Elementary School District,837,0.2,5.7,0.6,0.2,42.4,0.2,3.1,0.7,46.7,53.3,41.25,58.75,313,1023,286,8567
Meadows Union Elementary (Imperial),Imperial,Elementary School District,503,0.2,0,0.8,0,82.7,0.2,1,0,15.1,84.9,30.29,36.45,994,1194,293,9767
Mendocino County Office of Education (Mendocino),Mendocino,County Office of Education (COE),70,17.1,0,1.4,0,47.1,0,4.3,0,30,70,0,4,N/A,N/A,N/A,N/A
Mendocino Unified (Mendocino),Mendocino,Unified School District,509,1,2,1.2,0.6,11.4,0.6,2.8,3.1,77.4,22.6,51.5,53.23,401,1264,1438,14934
Mendota Unified (Fresno),Fresno,Unified School District,3443,0,0,0.1,0,97.6,0,0,1,1.3,98.7,24.15,36.55,1055,786,472,10952
Menifee Union Elementary (Riverside),Riverside,Elementary School District,11676,0.4,2.4,6,3.6,44.1,0.5,4.7,1,37.3,62.7,43.07,53.68,374,922,572,8136
Menlo Park City Elementary (San Mateo),San Mateo,Elementary School District,2973,0.1,11.2,0.9,0.4,15.5,1.2,11.8,0.2,58.7,41.3,80.83,83.73,223,1000,4696,11294
Merced City Elementary (Merced),Merced,Elementary School District,11077,0.3,9.8,5.2,0.7,65.9,0.2,2.3,0.9,14.8,85.2,25.34,39.87,709,1157,245,9864
Merced County Office of Education (Merced),Merced,County Office of Education (COE),1332,0,3.3,4.3,0.3,70.3,0.6,2,0.2,18.9,81.1,1.86,12.11,N/A,N/A,N/A,N/A
Merced River Union Elementary (Merced),Merced,Elementary School District,176,1.1,0,1.1,0,58.5,0,4.5,2.3,32.4,67.6,24.27,42.31,480,1450,588,10430
Merced Union High (Merced),Merced,High School District,10542,0.5,8.7,4,0.9,68,0.3,1.1,0.4,16,84,18.59,45.23,829,1385,227,11354
Meridian Elementary (Sutter),Sutter,Elementary School District,1133,2.4,4.8,13.2,1.4,13.4,1.5,5.8,4.8,52.8,47.2,28,30,3187,1357,10431,12294
Mesa Union Elementary (Ventura),Ventura,Elementary School District,1251,0.4,3.4,1.6,2.4,48.8,0.3,6.1,0.4,36.5,63.5,49.39,59.66,429,767,1272,8133
Middletown Unified (Lake),Lake,Unified School District,1712,1,0.6,0.3,0.6,24.9,0.1,6,0.1,66.5,33.5,32.41,47.42,456,737,844,9293
Midway Elementary (Kern),Kern,Elementary School District,85,1.2,0,0,0,9.4,0,2.4,0,87.1,12.9,57.63,52.54,395,1350,1466,18013
Mill Valley Elementary (Marin),Marin,Elementary School District,3086,0.3,4.5,0.8,0.3,8.1,0.2,10,0,75.8,24.2,79.32,84.99,240,998,5947,8198
Millbrae Elementary (San Mateo),San Mateo,Elementary School District,2433,0.1,44.9,0.8,6.2,19.1,1.9,7.8,0.2,19,81,59.86,67.02,289,920,524,8476
Millville Elementary (Shasta),Shasta,Elementary School District,263,0.4,0,0,0.8,8,0,4.9,0.4,85.6,14.4,66.06,70.3,470,887,723,8093
Milpitas Unified (Santa Clara),Santa Clara,Unified School District,10318,0.3,48.9,2.1,17.7,20.4,0.7,4.3,0.1,5.4,94.6,64.62,71.02,332,1043,871,8790
Mission Union Elementary (Monterey),Monterey,Elementary School District,131,0,2.3,0,2.3,78.6,0,0,0,16.8,83.2,37.04,44.44,300,323,1739,8421
Modesto City Elementary (Stanislaus),Stanislaus,Elementary School District,15121,0.4,4.1,2.4,0.4,68.9,0.6,3.7,3.7,15.8,84.2,20.87,30.92,N/A,N/A,N/A,N/A
Modesto City High (Stanislaus),Stanislaus,High School District,15488,0.4,4.8,3.2,1.4,56.8,0.8,4.7,2.7,25.1,74.9,21.9,47.74,N/A,N/A,N/A,N/A
Modesto City Schools (Stanislaus),Stanislaus,Common Administration District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,801,1594,206,10396
Modoc County Office of Education (Modoc),Modoc,County Office of Education (COE),31,3.2,0,6.5,0,38.7,0,0,0,51.6,48.4,redacted,redacted,N/A,N/A,N/A,N/A
Modoc Joint Unified (Modoc),Modoc,Unified School District,868,7.6,1.5,1.6,0.7,15.9,0.2,2.3,0.5,69.7,30.3,20.86,31.07,904,824,300,9762
Mojave Unified (Kern),Kern,Unified School District,2833,0.5,0.6,32.4,0.3,43.9,0.2,4.2,0,17.8,82.2,11.77,23.69,716,621,1135,10616
Mono County Office of Education (Mono),Mono,County Office of Education (COE),273,0.7,4,26.4,0,44.7,0,0.4,0,23.8,76.2,redacted,redacted,N/A,N/A,N/A,N/A
Monroe Elementary (Fresno),Fresno,Elementary School District,167,0,2.4,0,0,95.8,0,0,0,1.8,98.2,26.21,34.95,1234,2401,619,10952
Monrovia Unified (Los Angeles),Los Angeles,Unified School District,5563,0.2,4.7,6,2.8,63.6,0.2,2.2,0.4,19.8,80.2,41.25,56.9,657,1156,1202,9242
Monson-Sultana Joint Union Elementary (Tulare),Tulare,Elementary School District,475,0,0,0,0,93.5,0,0.4,0,6.1,93.9,28.71,35.16,622,1065,174,10142
Montague Elementary (Siskiyou),Siskiyou,Elementary School District,154,7.8,0.6,0,0,17.5,2.6,1.9,46.8,22.7,77.3,23.33,28.89,878,1179,2483,10072
Monte Rio Union Elementary (Sonoma),Sonoma,Elementary School District,89,0,1.1,0,1.1,18,0,15.7,0,64,36,37.04,59.26,279,1072,3327,13986
Montebello Unified (Los Angeles),Los Angeles,Unified School District,26521,0.2,1.8,0.3,0.3,95.6,0.1,0.2,0.4,1,99,22.41,35.28,1269,1296,922,10928
Montecito Union Elementary (Santa Barbara),Santa Barbara,Elementary School District,410,1,0.5,0.7,0.2,10,0.2,4.4,1.7,81.2,18.8,84.91,91.38,155,2052,1039,34002
Monterey County Office of Education (Monterey),Monterey,County Office of Education (COE),1826,0.4,2,1.9,2.1,52.6,0.6,7.5,0.7,32.3,67.7,7.27,28.95,N/A,N/A,N/A,N/A
Monterey Peninsula Unified (Monterey),Monterey,Unified School District,10685,0.3,4.7,4.5,3.9,58.4,1.8,6.9,0,19.3,80.7,26.14,37.76,753,1161,1201,9844
Montgomery Elementary (Sonoma),Sonoma,Elementary School District,35,0,0,0,5.7,14.3,0,2.9,0,77.1,22.9,36.36,54.55,(71),1083,2742,17531
Moorpark Unified (Ventura),Ventura,Unified School District,6377,0.2,5.1,1.2,1.1,47.4,0.1,4.8,0,40.1,59.9,48.67,62.12,300,739,916,8888
Moraga Elementary (Contra Costa),Contra Costa,Elementary School District,1832,0.2,15.1,1,1.5,7.5,0.2,14.7,0.1,59.7,40.3,78.82,84.95,224,958,3221,7943
Moreland (Santa Clara),Santa Clara,Elementary School District,4805,0.7,30.7,2.6,2.7,31.2,0.3,6.6,0.2,25,75,63.55,69.21,305,1003,506,8688
Moreno Valley Unified (Riverside),Riverside,Unified School District,33134,0.2,2.2,13.8,1.3,71.5,0.7,2.8,0,7.3,92.7,21.84,31.42,767,1575,217,10425
Morgan Hill Unified (Santa Clara),Santa Clara,Unified School District,9133,0.6,8.5,1.7,2.3,50,0.4,4,1.3,31.3,68.7,39.58,49.08,434,1055,555,9213
Morongo Unified (San Bernardino),San Bernardino,Unified School District,8652,1,1.4,8.8,2,31.6,1.2,1.4,0.3,52.6,47.4,25.87,38.97,1037,1648,163,9561
Mother Lode Union Elementary (El Dorado),El Dorado,Elementary School District,1064,2.6,0.2,0.4,0.3,32.3,0.1,3.4,0,60.7,39.3,35.91,44.94,483,931,825,9220
Mount Pleasant Elementary (Santa Clara),Santa Clara,Elementary School District,2333,0.3,14.2,1.9,1.1,74.2,1.3,2.2,1.6,3.2,96.8,24.77,35.5,468,2131,639,10188
Mountain Elementary (Santa Cruz),Santa Cruz,Elementary School District,127,0,1.6,0,1.6,11.8,0,6.3,0,78.7,21.3,73.13,80.3,247,1324,1036,9980
Mountain Empire Unified (San Diego),San Diego,Unified School District,3163,2.8,1,2.9,0.7,49.5,0.2,5.8,0.2,36.8,63.2,21.05,38.31,1437,1071,1847,10222
Mountain House Elementary (Alameda),Alameda,Elementary School District,20,5,0,0,0,30,25,5,0,35,65,7.69,46.15,1333,115,4895,26722
Mountain Union Elementary (Shasta),Shasta,Elementary School District,67,19.4,0,0,0,23.9,0,9,0,47.8,52.2,15.91,13.64,629,1921,2332,16718
Mountain Valley Unified (Trinity),Trinity,Unified School District,253,5.5,16.2,0,0,10.3,0.4,14.6,0,53,47,36.81,38.03,1973,1885,1471,13083
Mountain View Elementary (Los Angeles),Los Angeles,Elementary School District,6773,0,5.3,0.2,0.2,93.8,0,0,0.4,0,100,24.89,36.97,209,1047,143,8919
Mountain View Elementary (San Bernardino),San Bernardino,Elementary School District,2559,0.1,3.4,7.8,1.6,72.5,0,1.9,0.7,12.1,87.9,33.27,51.81,1114,1558,761,10806
Mountain View Whisman (Santa Clara),Santa Clara,Elementary School District,5132,0,15.5,1.5,2.7,37.7,0.6,11.1,0,30.8,69.2,64.31,67.93,352,1179,2423,10663
Mountain View-Los Altos Union High (Santa Clara),Santa Clara,High School District,4304,0.1,23,1.2,2.4,25.8,0.4,7,0,40.1,59.9,68.87,79.32,278,1488,1558,18599
Mt. Baldy Joint Elementary (San Bernardino),San Bernardino,Elementary School District,94,1.1,6.4,3.2,0,38.3,0,4.3,1.1,45.7,54.3,55,63.33,574,862,2349,9587
Mt. Diablo Unified (Contra Costa),Contra Costa,Unified School District,31317,0.2,7.4,3.7,4.6,42.3,0.7,6.5,3.8,30.9,69.1,38.95,50.65,575,1688,496,8845
Mt. Shasta Union Elementary (Siskiyou),Siskiyou,Elementary School District,558,1.3,1.6,2.5,0.9,11.1,0.9,2.2,0,79.6,20.4,44.07,58.52,625,798,771,8679
Mulberry Elementary (Imperial),Imperial,Elementary School District,81,0,1.2,3.7,3.7,50.6,0,3.7,1.2,35.8,64.2,50,50.98,322,775,483,9861
Mupu Elementary (Ventura),Ventura,Elementary School District,157,0,0,0,0,65,0,0.6,0,34.4,65.6,41.67,58.33,228,410,1311,8832
Muroc Joint Unified (Kern),Kern,Unified School District,1827,0.5,0.9,7.8,3.2,28.6,0.5,11.8,0.1,46.5,53.5,33.72,43.32,1995,914,601,8806
Murrieta Valley Unified (Riverside),Riverside,Unified School District,23121,0.3,4.3,5.3,3.5,36.5,0.6,7.2,0.3,41.9,58.1,48.48,60.47,343,1083,796,8399
Napa County Office of Education (Napa),Napa,County Office of Education (COE),112,0.9,0,4.5,1.8,70.5,0,4.5,0.9,17,83,0,0,N/A,N/A,N/A,N/A
Napa Valley Unified (Napa),Napa,Unified School District,18093,0.2,2.3,2.2,6.9,54.4,0.3,3.8,0.3,29.7,70.3,33.88,46.55,484,944,512,9500
National Elementary (San Diego),San Diego,Elementary School District,5712,0.1,2.1,1.6,8,83.3,0.5,2.1,0.4,2,98,32.95,43.07,695,943,1019,10020
Natomas Unified (Sacramento),Sacramento,Unified School District,14895,0.7,16.6,16.8,4.9,31.1,1.7,9.3,0.6,18.4,81.6,32.29,44.14,521,1002,673,9137
Needles Unified (San Bernardino),San Bernardino,Unified School District,969,16.1,0.8,2.2,0,26.9,0.3,3.8,0.3,49.5,50.5,24.02,29,1498,977,645,11592
Nevada City Elementary (Nevada),Nevada,Elementary School District,832,1.1,0.2,0.5,0.2,6.9,0.4,7.7,0,83.1,16.9,48.39,61.67,411,1107,1275,9390
Nevada County Office of Education (Nevada),Nevada,County Office of Education (COE),3231,1.1,1.2,4.8,0.2,34,0.2,4.8,0.9,52.9,47.1,33.18,47.74,N/A,N/A,N/A,N/A
Nevada Joint Union High (Nevada),Nevada,High School District,2801,1.5,1.4,0.8,0.4,12.2,0.1,3.4,0.4,79.9,20.1,36.43,61.66,579,1342,1552,11172
New Haven Unified (Alameda),Alameda,Unified School District,11613,0.4,23.6,5.2,20,37.8,1.9,4.9,0.1,6.1,93.9,39.93,51.12,556,1007,763,9073
New Hope Elementary (San Joaquin),San Joaquin,Elementary School District,188,0,0.5,2.7,0,87.8,0,2.1,0,6.9,93.1,24.81,44.19,993,1959,1845,10984
New Jerusalem Elementary (San Joaquin),San Joaquin,Elementary School District,4522,0.9,6.7,10.5,2.5,35.4,0.7,6.7,3.6,32.9,67.1,13.63,26.76,22270,22558,147998,36385
Newark Unified (Alameda),Alameda,Unified School District,5913,0.2,14,3.7,8.4,53.8,1.9,4.2,0.7,13,87,36.63,44.01,364,1051,769,8946
Newcastle Elementary (Placer),Placer,Elementary School District,2395,0.3,12,1.2,2.6,11.6,0,6.6,2.5,63.2,36.8,51.3,63.84,1000,2678,6508,45084
Newhall (Los Angeles),Los Angeles,Elementary School District,6537,0.4,9.5,2.3,3,48.4,0.1,5.8,0.1,30.5,69.5,67.85,71.14,482,740,808,8365
Newman-Crows Landing Unified (Stanislaus),Stanislaus,Unified School District,3127,0.2,0.5,1.7,0.5,76.5,0.3,2.6,0,17.7,82.3,24.63,41.05,472,745,824,9784
Newport-Mesa Unified (Orange),Orange,Unified School District,21234,0.2,4.7,0.9,0.8,45.1,0.5,4,0.1,43.8,56.2,51.07,59.85,597,1155,559,12971
Nicasio (Marin),Marin,Elementary School District,43,0,0,0,2.3,39.5,0,9.3,0,48.8,51.2,45.83,50,511,1266,6862,17639
Norris Elementary (Kern),Kern,Elementary School District,4198,1.1,2.9,1.4,2.5,28.8,0.1,4.3,2.5,56.5,43.5,51.46,60.62,178,831,642,7806
North County Joint Union Elementary (San Benito),San Benito,Elementary School District,747,0.3,0,0.3,0,60.4,0,0.9,4.3,33.9,66.1,52,64.94,416,840,540,8335
North Cow Creek Elementary (Shasta),Shasta,Elementary School District,264,3.4,1.5,0,0,8.7,0,8,0,78.4,21.6,53.99,57.32,373,907,731,7911
North Monterey County Unified (Monterey),Monterey,Unified School District,4616,0.2,0.5,0.3,0.8,84.6,0.3,0.4,0.5,12.4,87.6,19.38,30.76,649,1089,562,10420
Northern Humboldt Union High (Humboldt),Humboldt,High School District,1761,4.9,1.9,1,0,13.1,0.4,10.5,1,67.2,32.8,36.09,57.75,699,1512,1747,9655
Norwalk-La Mirada Unified (Los Angeles),Los Angeles,Unified School District,17890,0.2,4.1,2.6,2.8,79.9,0.4,1.2,0.5,8.3,91.7,32.18,45.55,680,1719,124,10110
Novato Unified (Marin),Marin,Unified School District,7863,0.7,5.4,2.4,0.9,36.3,0.2,5.9,0.1,48.2,51.8,46.13,55.25,423,908,1642,8669
Nuestro Elementary (Sutter),Sutter,Elementary School District,599,0.7,4.7,5.2,1,18.4,0.3,5.7,1,63.1,36.9,56.98,72.09,95,1129,1576,8430
Nuview Union (Riverside),Riverside,Elementary School District,2881,0.3,0.9,11,0.7,71.5,0.5,1.3,1.3,12.7,87.3,30.83,46.28,552,1235,740,9766
Oak Grove Elementary (Santa Clara),Santa Clara,Elementary School District,10305,0.3,20.1,3.4,4,47.9,0.8,6,0,17.6,82.4,46.32,53.88,413,953,823,9238
Oak Grove Union Elementary (Sonoma),Sonoma,Elementary School District,1235,1,1.5,0.9,0.3,29.6,0,6.4,1,59.4,40.6,50.97,61.07,244,1089,569,10501
Oak Park Unified (Ventura),Ventura,Unified School District,4554,0.2,23.6,1.4,1.3,10.2,0.2,4.8,0,58.3,41.7,74.72,80.92,241,478,1065,8043
Oak Run Elementary (Shasta),Shasta,Elementary School District,66,3,0,0,0,4.5,0,7.6,0,84.8,15.2,2.44,29.27,646,1794,760,10421
Oak Valley Union Elementary (Tulare),Tulare,Elementary School District,568,0.5,0.2,1.1,0.4,77.8,0,0,0,20.1,79.9,39.5,46.37,284,806,157,9639
Oak View Union Elementary (San Joaquin),San Joaquin,Elementary School District,402,0,1.2,0.5,0.7,46.8,0.7,4.5,0.5,45,55,51.28,50.92,408,891,548,8399
Oakdale Joint Unified (Stanislaus),Stanislaus,Unified School District,5326,0.9,1.1,0.6,0.8,37.1,0.2,2,0.1,57.4,42.6,37.22,50.05,493,1202,658,8873
Oakland Unified (Alameda),Alameda,Unified School District,50231,0.2,12.6,24.3,0.9,45.6,0.9,3.7,1.7,10.1,89.9,26.81,33.12,1302,1938,2372,10542
Oakley Union Elementary (Contra Costa),Contra Costa,Elementary School District,5197,0.5,3.1,9.5,3.9,45.5,0.5,4.1,0.3,32.5,67.5,26.56,39.39,354,893,713,8421
Ocean View (Orange),Orange,Elementary School District,8263,0.3,14,1,1.1,39.8,0.3,5.7,0.4,37.4,62.6,57.09,63.85,576,677,737,10259
Ocean View (Ventura),Ventura,Elementary School District,2626,0.1,0.4,1.1,3.2,87.9,0.2,0.9,0,6.1,93.9,17.55,29.54,598,890,873,8537
Oceanside Unified (San Diego),San Diego,Unified School District,20459,0.3,1.9,4.4,2.8,55.1,1.7,5.7,1.2,26.8,73.2,35.32,44.24,1066,1102,814,9630
Ojai Unified (Ventura),Ventura,Unified School District,2518,0.4,1.4,0.6,0.3,36.3,0.2,2.8,0,58,42,32.39,45.35,537,1102,1089,9029
Old Adobe Union (Sonoma),Sonoma,Elementary School District,2097,0.4,2.6,1.4,0.7,42.1,0.2,4.2,1.4,47.1,52.9,46.25,50.05,381,1497,1165,10200
Ontario-Montclair (San Bernardino),San Bernardino,Elementary School District,21100,0.6,1.9,2.4,0.5,90,0.3,1.3,0,3,97,31.47,42.68,908,1747,208,10267
Orange Center (Fresno),Fresno,Elementary School District,970,2.2,8.1,6.1,0.6,46,0.4,4,3.9,28.7,71.3,27.23,39.79,1059,1550,1370,9403
Orange County Department of Education (Orange),Orange,County Office of Education (COE),6539,0.4,4.7,2.6,0.9,63.1,0.5,3.8,0.9,23.1,76.9,12.32,22.34,N/A,N/A,N/A,N/A
Orange Unified (Orange),Orange,Unified School District,27915,0.2,9.9,1.2,2,55.6,0.3,2.2,0.9,27.8,72.2,43.75,57.29,560,1635,303,9019
Orchard Elementary (Santa Clara),Santa Clara,Elementary School District,875,0.6,35.2,4.8,9.4,36,2.4,3.7,1.1,6.9,93.1,50.09,54.9,456,1147,301,9596
Orcutt Union Elementary (Santa Barbara),Santa Barbara,Elementary School District,5202,0.6,1.4,0.7,1.3,47.8,0.2,6.2,1.3,40.5,59.5,45.13,52.39,400,1048,879,8493
Orick Elementary (Humboldt),Humboldt,Elementary School District,19,0,0,0,0,0,0,5.3,0,94.7,5.3,18.18,27.27,938,1093,1791,23470
Orinda Union Elementary (Contra Costa),Contra Costa,Elementary School District,2543,0.3,17.9,1.2,1.5,5.2,0.1,6.6,1.4,65.9,34.1,84.74,87.87,196,928,3809,7693
Orland Joint Unified (Glenn),Glenn,Unified School District,2241,0.6,2.5,0.4,0.2,63.9,0.2,0.5,0.2,31.5,68.5,14.35,33.24,529,1079,446,10198
Oro Grande (San Bernardino),San Bernardino,Elementary School District,3847,1,0.6,13.1,0.4,57.9,0.6,4.9,0.1,21.3,78.7,17.34,33.43,3349,3806,91031,9967
Oroville City Elementary (Butte),Butte,Elementary School District,2637,3.8,8.9,2.8,0.2,17.7,0.3,13.4,0.2,52.7,47.3,21.25,29.23,653,1288,729,9539
Oroville Union High (Butte),Butte,High School District,2199,8.5,13.8,4.3,0.5,20.5,0.3,2,0.2,49.9,50.1,20.31,49.34,626,1664,581,11148
Outside Creek Elementary (Tulare),Tulare,Elementary School District,89,0,1.1,0,0,74.2,0,1.1,0,23.6,76.4,34.43,31.15,1624,1374,29,12581
Owens Valley Unified (Inyo),Inyo,Unified School District,92,18.5,0,0,0,43.5,0,4.3,0,33.7,66.3,31.11,31.11,1079,1659,87,21106
Oxnard (Ventura),Ventura,Elementary School District,16599,0.1,0.7,1.1,1.3,92.7,0.2,0.6,0,3.3,96.7,13.92,25.55,723,1020,629,10129
Oxnard Union High (Ventura),Ventura,High School District,17474,0.1,2,1.6,3.5,76.6,0.3,2,0,13.9,86.1,23.9,42.74,527,1277,832,10358
Pacheco Union Elementary (Shasta),Shasta,Elementary School District,635,4.6,1.3,0.5,0.5,15,0.2,3,1.1,74,26,33.5,37.69,555,814,1146,8798
Pacific Elementary (Santa Cruz),Santa Cruz,Elementary School District,120,0,0,0.8,0,35,0,6.7,2.5,55,45,60.34,65.57,398,789,1600,8671
Pacific Grove Unified (Monterey),Monterey,Unified School District,2091,0.2,7.9,1.1,1.4,18.3,0.7,7.6,2.3,60.5,39.5,66.36,76.73,402,508,801,13854
Pacific Union Elementary (Humboldt),Humboldt,Elementary School District,587,2.7,1,1,0,22.5,0,13.5,0.3,58.9,41.1,41.62,47.84,871,897,422,10787
Pacific Union Elementary (Fresno),Fresno,Elementary School District,393,0.8,2.5,1.5,0,85,0,0.8,0,9.4,90.6,34,42.8,392,753,1029,8350
Pacifica (San Mateo),San Mateo,Elementary School District,3114,0.3,7.6,1.1,9.2,25.9,0.7,14.6,0,40.5,59.5,57.76,59.94,253,862,728,8353
Pajaro Valley Unified (Santa Cruz),Santa Cruz,Unified School District,20279,0.1,0.8,0.4,0.8,81.6,0.1,0.4,0,15.7,84.3,22.56,32.57,1264,1930,261,10173
Palermo Union Elementary (Butte),Butte,Elementary School District,1272,5.8,3,0.8,0.1,33.5,0,8.2,3.5,45.1,54.9,19.16,32.85,524,1501,251,9855
Palm Springs Unified (Riverside),Riverside,Unified School District,23103,0.5,0.8,5,2.3,77.8,0.1,2.1,0,11.4,88.6,26.37,40.35,939,1175,687,10622
Palmdale Elementary (Los Angeles),Los Angeles,Elementary School District,22777,0.5,0.6,14.7,0.8,75.3,0.2,1.5,0.2,6.1,93.9,19.62,30.01,1001,701,1270,9885
Palo Alto Unified (Santa Clara),Santa Clara,Unified School District,12249,0.2,35.4,1.7,0.7,12.9,0.9,9.7,0,38.6,61.4,83.07,81.89,286,1346,3165,15711
Palo Verde Unified (Riverside),Riverside,Unified School District,3006,0.8,0.5,6.7,0.5,69.6,0.3,1,0.8,19.7,80.3,17.1,29.08,1291,1166,557,10021
Palo Verde Union Elementary (Tulare),Tulare,Elementary School District,566,1.1,0.2,0,0,87.5,0,0.4,0,11,89,30.9,36.62,398,976,147,10125
Palos Verdes Peninsula Unified (Los Angeles),Los Angeles,Unified School District,11346,0.2,27.4,2.3,2.4,12.9,0.2,7.8,0.4,46.4,53.6,71.72,77.24,201,1373,1400,8077
